MarketId,Country,Admin1,Admin2,MarketName,Latitude,Longitude
91,United Republic of Tanzania,Mtwara,Mtwara Urban,Mtwara DC,-10.266667,40.183333
124,Benin,Littoral,Cotonou,Dantokpa,6.374875,2.430846
128,Côte d'Ivoire,Denguele,Kabadougou,Odienne,9.51,-7.5691667
129,Burkina Faso,CASCADES,COMOÉ,Banfora,10.633333,-4.766667
130,Burkina Faso,PLATEAU-CENTRAL,KOURWÉOGO,Bousse,12.660556,-1.892222
131,Burkina Faso,SUD-OUEST,BOUGOURIBA,Diebougou,10.966667,-3.25
132,Burkina Faso,SAHEL,SOUM,Djibo,14.101163,-1.627926
133,Burkina Faso,SAHEL,SÉNO,Dori,14.0317065082,-0.03459964842
134,Burkina Faso,EST,GOURMA,Fada N'Gourma,12.062222,0.357778
135,Burkina Faso,SAHEL,OUDALAN,Gorom Gorom,14.442309,-0.235449
136,Burkina Faso,NORD,ZONDOMA,Gourcy,13.207756,-2.358932
137,Burkina Faso,CENTRE-NORD,BAM,Kongoussi,13.325833,-1.534722
138,Burkina Faso,CENTRE-OUEST,BOULKIEMDÉ,Koudougou,12.25,-2.366667
139,Burkina Faso,CENTRE,KADIOGO,Ouagadougo (Sankaryare),12.3646,-1.5339
140,Burkina Faso,CENTRE-EST,BOULGOU,Tenkodogo,11.78,-0.369722
141,Burkina Faso,BOUCLE DU MOUHOUN,SOUROU,Tougan,13.0725,-3.0694
143,Democratic Republic of the Congo,Tanganyika,Kalemie,Kalemie,-5.923004,29.194574
147,Democratic Republic of the Congo,Sud-Kivu,Uvira city,Uvira,-3.406667,29.14194
150,Democratic Republic of the Congo,Sud-Kivu,Bukavu,Nyawera,-2.50578417,28.86287
151,Democratic Republic of the Congo,Ituri,Bunia,Bunia,1.566667,30.25
152,Democratic Republic of the Congo,Nord-Kivu,Goma,Goma,-1.679167,29.222778
203,Burundi,Kirundo,Kirundo,Kirundo,-2.584722,30.097222
204,Burundi,Muyinga,Muyinga,Muyinga,-2.849444,30.336111
205,Burundi,Ruyigi,Ruyigi,Ruyigi,-3.476389,30.248611
206,Burundi,Ngozi,Ngozi,Ngozi,-2.908333,29.827778
222,Ghana,UPPER WEST,WA MUNICIPAL,Wa,10.05,-2.483333
227,Guinea-Bissau,Sector Autonomo De Bissau,Sector Autonomo De Bissau,Bissau-Bandim,11.85,-15.6
228,Chad,Ouaddai,Ouara,Abeche,13.8166667,20.8166667
229,Chad,Lac,Mamdi,Bol,13.5,14.683333
230,Chad,Kanem,Kanem,Mao,14.121159,15.310305
231,Chad,Guera,Guera,Mongo,12.184412,18.693031
232,Chad,Logone Occidental,Lac Wey,Moundou,8.5666667,16.0833333
233,Chad,Barh El Gazal,Barh El Gazel Sud,Moussoro,13.640841,16.490069
235,Chad,Moyen Chari,Barh-K h,Sarh,9.1429,18.3923
236,Chad,Logone Oriental,La Nya Pendm,Gore,7.92,16.63
238,Liberia,Lofa,Voinjama,Voinjama,8.421944,-9.747778
239,Liberia,Grand Gedeh,Tchien,Zwedru,6.066667,-8.128056
240,Liberia,Bong,Jorquelleh,Gbarnga,6.995556,-9.472222
241,Liberia,Grand Bassa,Commonwealth2,Buchanan,5.911111,-10.0625
242,Liberia,Grand Cape Mount,Tewor,Bo Waterside,7.010556,-11.3725
243,Liberia,Lofa,Foya,Foya,8.273056,-10.31
244,Liberia,Maryland,Pleebo,Pleebo,4.589167,-7.6725
245,Liberia,Montserrado,Greater Monrovia,Red Light,6.275556,-10.717778
246,Liberia,Nimba,Leewehpea-Mahn,Saclepea,7.109444,-8.840556
247,Mali,Bamako,Bamako,Bamako,12.65,-8
248,Mali,Gao,Gao,Gao,16.271667,-0.044722
249,Mali,Kayes,Kayes,Kayes Centre,14.4417,-11.4341
250,Mali,Kidal,Kidal,Kidal,18.441111,1.407778
251,Mali,Koulikoro,Koulikoro,Koulikoro Ba,12.887646,-7.544188
252,Mali,Mopti,Mopti,Mopti Digue,14.489094,-4.192827
253,Mali,Bamako,Bamako,Niarela,12.65,-8
255,Mali,Tombouctou,Tombouctou,Tombouctou,16.770456,-3.005588
256,Mali,Sikasso,Sikasso,Sikasso Centre,11.3135,-5.6697
264,Uganda,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855
277,Gambia,Kanifing Municipal Council,Kombo Saint Mary,Bakau,13.478056,-16.681944
278,Gambia,Kanifing Municipal Council,Banjul,Banjul,13.453056,-16.5775
279,Gambia,Central River,Sami,Bansang,13.433333,-14.65
280,Gambia,Upper River,Wuli,Basse Santa su,13.316667,-14.216667
281,Gambia,West Coast,Kombo Central,Brikama,13.2675,-16.646111
283,Gambia,North Bank,Upper Baddibu,Farafenni,13.566667,-15.6
284,Gambia,Central River,Lower Saloum,Kaur Wharf Town,13.7,-15.316667
286,Gambia,North Bank,Central Baddibu,Ker Pate Kore,13.585519790649414,-15.970721244812012
288,Gambia,Lower River,Kiang Central,Kwinella Nya Kunda,13.4,-15.8
290,Gambia,Kanifing Municipal Council,Kombo Saint Mary,Latri kunda,13.448611,-16.685278
318,Mozambique,Sofala,Gorongosa,Gorongoza,-18.675556,34.072778
333,Mozambique,Cabo_Delgado,Montepuez,Montepuez,-13.125556,38.999722
334,Mozambique,Tete,Mutarara,Mutarara,-17.44,35.073889
336,Mozambique,Sofala,Nhamatanda,Nhamatanda,-19.269167,34.212778
337,Mozambique,Zambezia,Cidade_De_Quelimane,Quelimane,-17.878611,36.888333
343,Sierra Leone,Northern,Bombali,Makeni,8.883333,-12.05
347,Sierra Leone,Western Area,Western Urban,Lumley,8.455694,-13.271461
348,Sierra Leone,Western Area,Western Urban,Dove Court,8.49,-13.234167
350,Sierra Leone,Southern,Pujehun,Pujehun,7.358056,-11.720833
351,Sierra Leone,Eastern,Kono,Koidu,8.416667,-10.833333
352,Sierra Leone,Western Area,Western Urban,Krootown,8.49,-13.234167
353,Sierra Leone,Northern,Koinadugu,Kabala,9.583333,-11.55
354,Guinea,Kindia,Conakry,Conakry-Yéguéma,9.566666603088379,-13.633333206176758
357,Guinea,Kankan,Kankan,Dibida (Kankan),10.383330345153809,-9.300000190734863
358,Guinea,Nzerekore,Nzerekore,Grand marché (Nzerekore),7.74722,-8.8238897
371,Zambia,Southern,Choma,Choma,-16.816667,26.983333
374,Zambia,Central,Kabwe,Kabwe Urban,-14.433333,28.45
375,Zambia,Southern,Kalomo,Kalomo,-17.05,26.5
376,Zambia,Copperbelt,Kalulushi,Kalulushi Main,-12.8485752,28.0573795
377,Zambia,Western,Kaoma,Kaoma,-14.7969764,24.7941373
379,Zambia,North-Western,Kasempa,Kasempa Main,-13.45,25.833333
383,Zambia,Lusaka,Luangwa,Luangwa Zaro Market,-15.6213544,30.408194
385,Zambia,Eastern,Lundazi,Lundazi,-12.2967229,33.1686005
392,Zambia,Central,Mkushi,Mkushi Itala,-13.6145332,29.3978962
394,Zambia,Eastern,Katete,Katete,-14.0561093,32.0458313
395,Zambia,Western,Mongu,Mongu,-15.2688465,23.1320105
396,Zambia,Southern,Monze,Monze,-16.283333,27.483333
397,Zambia,Muchiga,Mpika,Mpika,-11.8356286,31.4541895
399,Zambia,Central,Mumbwa,Mumbwa,-14.983333,27.066667
404,Zambia,Eastern,Petauke,Petauke Main Market,-14.2550591,31.3272859
411,Senegal,Fatick,Fatick,Diakhao,14.466667,-16.3
412,Senegal,Kolda,Kolda,Diaobe,12.7,-14.4
414,Senegal,Fatick,Fatick,Fatick,14.334638,-16.404509
418,Senegal,Kaolack,Kaolack,Kaolack,14.164944648742676,-16.074399948120117
419,Senegal,Kedougou,Kedougou,Kedougou,12.483333,-11.95
421,Senegal,Kolda,Kolda,Kolda,12.883333,-14.95
422,Senegal,Kaffrine,Koungheul,Koungueul,13.983333,-14.8
423,Senegal,Tambacounda,Koumpentoum,Kouthiaba,14.183333,-14.466667
429,Senegal,Tambacounda,Koumpentoum,Mereto,13.816667,-14.45
434,Senegal,Matam,Matam,Ourossogui,15.6,-13.316667
437,Senegal,Kaolack,Nioro Du Rip,Porokhane,13.7,-15.833333
441,Senegal,Tambacounda,Tambacounda,Tambacounda,13.753889,-13.758611
446,Senegal,Matam,Matam,Thiodaye,15.9922431,-13.6637688
456,Senegal,Matam,Ranerou,Velingara,15,-14.666667
458,Ethiopia,Tigray,S. TIGRAY,Alamata,12.418333,39.5575
459,Ethiopia,Tigray,S. TIGRAY,Korem,12.5058333,39.5227778
460,Ethiopia,Somali,GODE,Gode,6.0225,43.130278
462,Ethiopia,Somali,JIJIGA,Babile,9.225556,42.6
487,Ethiopia,Tigray,MEKELE,Mekele,13.496667,39.475278
506,Ethiopia,Gambela,ZONE 1,Gambela,8.25,34.5833333
507,Ethiopia,Tigray,C. TIGRAY,Adwa,14.15936,38.900742
508,Ethiopia,Tigray,E. TIGRAY,Adigrat,14.2739499999999,39.4622
509,Ethiopia,Tigray,E. TIGRAY,Hawzien,14.03333,39.45
510,Ethiopia,Amhara,N. GONDER,Debark,13.1581499999999,37.9002909999999
511,Ethiopia,Afar,ZONE2,Abaala,13.3564035,39.7575272
519,Zambia,Western,Senanga,Senanga Main Market,-16.1048206,23.2998746
520,Zambia,Central,Serenje,Serenje,-13.2312995,30.2344344
523,Lesotho,Butha-Buthe,Butha-Buthe,Butha Buthe,-28.769409,28.26005
525,Lesotho,Berea,Kanana,Berea,-29.23,27.61
526,Lesotho,Mafeteng,Mafeteng,Mafeteng,-29.8166667,27.25
529,Lesotho,Thaba-Tseka,Thaba-Tseka,Thaba Tseka,-29.53,28.59
530,Lesotho,Qacha's Nek,Qacha's Nek,Qacha's Nek,-30.1166667,28.6833333
536,Djibouti,Arta,Arta,Arta,11.522222,42.841944
537,Djibouti,Ali Sabieh,Ali Sabieh,Ali Sabieh,11.15,42.71
538,Djibouti,Dikhill,Dickil,Dikhil,11.108611,42.373889
540,Djibouti,Tadjourah,Tadjourah,Tadjourah,11.785278,42.884444
543,Niger,Tillaberi,Abala,Abala,14.9369,3.4336
544,Niger,Tahoua,Abalak,Abalak,15.4509,6.2793
546,Niger,Agadez,Tchighozerine,Agadez Commune,16.973333,7.991111
549,Niger,Tillaberi,Ayerou,Ayorou,14.730746,0.917385
550,Niger,Tahoua,Illela,Badaguichiri,14.5245,5.3676
551,Niger,Zinder,Tanout,Bakin Birgi,14.25584,8.794948
552,Niger,Zinder,Magaria,Bande,13.180325,8.892158
553,Niger,Tillaberi,Bankillare,Bankilare,14.576534,0.726692
557,Niger,Tahoua,Bouza,Bouza,14.422931,6.042784
560,Niger,Maradi,Madarounfa,Dan Issa,13.204825,7.257503
562,Niger,Diffa,Diffa,Diffa Commune,13.31536,12.611345
565,Niger,Dosso,Doutchi,Dogondoutchi,13.63933,4.028748
567,Niger,Dosso,Dosso,Dosso Commune,13.049,3.1937
568,Niger,Zinder,Dungass,Dungass,13.061534,9.343423
573,Niger,Tillaberi,Filingue,Filingue,14.3521,3.3168
574,Niger,Tahoua,Malbaza,Galmi,13.962994,5.672808
576,Niger,Tahoua,Keita,Garhanga,14.5578,5.7617
577,Niger,Dosso,Gaya,Gaya,11.884347,3.44919
578,Niger,Tillaberi,Gotheye,Gotheye,13.8612,1.5661
579,Niger,Diffa,Goudoumaria,Goudoumaria,13.7109,11.1885
580,Niger,Zinder,Goure,Goure,13.983504,10.270354
581,Niger,Maradi,Guidan Roumji,Guidan Roumdji,13.657597,6.695675
585,Niger,Agadez,InGall,Ingall,16.787778,6.934167
589,Niger,Tahoua,Bouza,Karofane,14.313737,6.152652
590,Niger,Niamey,Niamey,Katako,13.516667,2.116667
591,Niger,Zinder,Goure,Kazoe,14.2176,9.9709
592,Niger,Tahoua,Keita,Keita,14.7551,5.7749
593,Niger,Tillaberi,Kollo,Kirtachi,12.7936,2.4776
594,Niger,Tahoua,Konni,Konni,13.793685,5.250556
595,Niger,Maradi,Dakoro,Kornaka,14.102636,6.901148
596,Niger,Zinder,Takieta,Koundoumaoua,13.66495,8.36011
597,Niger,Dosso,Loga,Loga,13.6132,3.2358
598,Niger,Zinder,Magaria,Magaria,13.1772,8.496289
599,Niger,Maradi,Tessaoua,Maidjirgui,13.738666,8.134894
600,Niger,Diffa,Maine Soroa,Maine Soroa,13.211394,12.0241
601,Niger,Tillaberi,Ouallam,Mangaize,14.6827,1.9538
602,Niger,Maradi,Madarounfa,Maradi Commune,13.5,7.101744
603,Niger,Zinder,Kantché,Matameye,13.423087,8.47485
604,Niger,Maradi,Mayahi,Mayahi,13.955323,7.671215
606,Niger,Diffa,N'guigmi,Nguigmi,14.249532,13.109211
607,Niger,Tillaberi,Ouallam,Ouallam,14.3188,2.0866
610,Niger,Maradi,Dakoro,Sabon Machi,13.989918,6.594276
611,Niger,Zinder,Magaria,Sassoumbroum,13.11723,8.486289
612,Niger,Zinder,Goure,Soubdou,13.791867,10.534377
613,Niger,Tahoua,Tahoua,Tahoua Commune,14.8888,5.2692
615,Niger,Zinder,Tanout,Tanout,14.970886,8.887861
616,Niger,Maradi,Aguie,Tchadoua,13.546428,7.446136
617,Niger,Tahoua,Tchintabara,Tchintabaraden,15.8969,5.7985
618,Niger,Tillaberi,Tera,Tera,14.007762,0.753059
619,Niger,Maradi,Tessaoua,Tessaoua,13.757367,7.987405
622,Niger,Tillaberi,Torodi,Torodi,13.119167,1.799444
623,Niger,Tahoua,Madaoua,Tounfafi,14.2927,6.4165
625,Niger,Dosso,Boboye,Yeda,13.1948,2.7639
626,Niger,Tillaberi,Tagazar,Balayara,13.7838,2.9523
627,Niger,Tillaberi,Tillaberi,Tillaberi Commune,14.211667,1.453056
628,Niger,Maradi,Dakoro,Dakoro,14.499998,6.749997
629,Niger,Diffa,Diffa,Nguel Kolo,13.3166654,12.6166642
631,Liberia,Grand Gedeh,B'hai,Toe Town,6.4,-8.55
685,Central African Republic,Bangui,Bangui,Bangui,4.366667,18.583333
686,Central African Republic,Ouaka,Bambari,Bambari,5.761944,20.667222
689,Mauritania,Brakna,Boghe,Boghé,16.5950699,-14.2599437
690,Mauritania,Brakna,Maghta Lahjar,Magta-lahjar,17.52,-13.1
691,Mauritania,Trarza,Mederdra,Mederdra,16.896389,-15.756111
692,Mauritania,Tagant,Moudjeria,Moudjeria,17.873645,-12.331847
693,Mauritania,Nouakchott,Nouakchott,Nouakchott,18.119057,-16.022385
695,Mauritania,Hodh Ech Chargi,Amourj,Adel Bagrou,15.53448943,-7.031610003
696,Mauritania,Adrar,Aoujeft,Aoujeft,19.962222,-13.059444
703,Congo,Brazzaville,Brazzaville,Mikalou,-4.259167,15.284722
706,Congo,Brazzaville,Brazzaville,Total,-4.259167,15.284722
711,Zimbabwe,Mashonaland East,Murehwa,Murehwa,-17.643215,31.783996
716,Zimbabwe,Matabeleland North,Nkayi,Nkayi Growth Point,-18.999158,28.898316
720,Zimbabwe,Masvingo,Chivi,Chivi Growth Point,-20.307285,30.510171
724,Zimbabwe,Manicaland,Mutare Urban,Sakubva,-18.9966619,32.6437245
726,Zimbabwe,Manicaland,Chipinge Urban,Checheche,-20.188333,32.623645
730,Zimbabwe,Matabeleland North,Hwange Urban,Hwange Town Bus Terminus,-18.366667,26.483333
732,Madagascar,Atsimo Andrefana,Betioky Atsimo,Betioky,-23.721987,44.3827553
733,Madagascar,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,-24.696,44.746
734,Madagascar,Androy,Beloha,Beloha,-25.173228,45.0603566
735,Madagascar,Androy,Tsihombe,Tsihombe,-25.317,45.483333
736,Madagascar,Androy,Ambovombe-Androy,Ambovombe-androy,-25.17694,46.0869
737,Madagascar,Anosy,Amboasary-Atsimo,Amboasary Sud,-25.041343688,46.3840446
738,Madagascar,Androy,Bekily,Bekily,-24.22191048,45.319931
739,Madagascar,Anosy,Taolagnaro,Fort-Dauphin,-25.0265811,46.9743621
740,Madagascar,Analamanga,Antananarivo Renivohitra,Antananarivo,-18.916667,47.516667
750,Madagascar,Atsinanana,Toamasina I,Atsinanana (Region),-18.1492,49.40234
751,Madagascar,Vakinankaratra,Antsirabe I,Vakinakaratra (Region),-19.86886,47.038307
763,Malawi,Southern Region,Balaka,Balaka Boma,-14.9902688,34.9586956
764,Malawi,Southern Region,Nsanje,Bangula,-16.5714544,35.1195225
767,Malawi,Southern Region,Blantyre City,Bvumbwe,-15.9299637,35.0793088
773,Malawi,Southern Region,Chiradzulu,Chiradzulu Boma,-15.7108662,35.1751452
778,Malawi,Southern Region,Zomba,Jali,-15.49505503,35.4682564
782,Malawi,Southern Region,Machinga,Liwonde,-15.0674314,35.2280506
783,Malawi,Southern Region,Thyolo,Luchenza,-16.0076553,35.3116476
784,Malawi,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804
787,Malawi,Southern Region,Mangochi,Mangochi Boma,-14.4804476,35.2618243
788,Malawi,Southern Region,Zomba,Mayaka,-15.57830041,35.36843644
793,Malawi,Southern Region,Mangochi,Monkey Bay,-14.09216383,34.91182028
797,Malawi,Southern Region,Mulanje,Muloza,-16.07779247,35.73293749
799,Malawi,Southern Region,Mwanza,Mwanza Boma,-15.6036757,34.5188428
802,Malawi,Southern Region,Mangochi,Namwera,-14.3641062,35.499168
804,Malawi,Southern Region,Chikwawa,Nchalo,-16.2655987,34.8711673
806,Malawi,Southern Region,Nsanje,Ngabu,-16.467071,34.8740224
811,Malawi,Southern Region,Nsanje,Sorgin,-16.5432875,35.0122899
813,Malawi,Southern Region,Machinga,Ntaja,-14.87188507,35.52724261
817,Malawi,Southern Region,Phalombe,Phalombe Boma,-15.80597837,35.64713242
823,Malawi,Southern Region,Zomba,Thondwe,-15.48834523,35.23530078
824,Malawi,Southern Region,Zomba City,Zomba Boma,-15.387175,35.3188195
830,Malawi,Southern Region,Phalombe,Migowi,-15.72061935,35.68381223
857,Mali,Gao,Ansongo,Ansongo,15.6597,0.5022
858,Mali,Bamako,Bamako,Badalabougou,12.623519,-7.983829
859,Mali,Kayes,Kita,Badinko,12.966667,-9.216667
860,Mali,Mopti,Bandiagara,Bandiagara,14.347998,-3.608787
861,Mali,Mopti,Bankass,Bankass,14.077498,-3.515944
862,Mali,Segou,Bla,Bla,12.950069,-5.76024
863,Mali,Sikasso,Bougouni,Bougouni,11.416988,-7.478992
865,Mali,Mopti,Bankass,Diallassagou,13.7377,-3.6265
866,Mali,Bamako,Bamako,Dibida,12.65,-8
867,Mali,Kayes,Diema,Diéma,14.5390184,-9.19267409999997
868,Mali,Koulikoro,Dioila,Dioïla,12.482199668884277,-6.791100025177002
869,Mali,Segou,Baroueli,Dioro,12.8292,-6.4965
870,Mali,Tombouctou,Dire,Diré,16.265209,-3.397136
871,Mali,Mopti,Djenne,Djenne,13.9045,-4.5599
872,Mali,Bamako,Bamako,Djikoroni,12.599692,-8.013874
874,Mali,Segou,Bla,Dougouolo,12.933803,-5.565329
875,Mali,Bamako,Bamako,Fadjiguila,12.65,-8
876,Mali,Bamako,Bamako,Faladié,12.583163,-7.948228
877,Mali,Koulikoro,Koulikoro,Fana,13.1906,-7.6663
878,Mali,Segou,Segou,Fatiné,13.570355415344238,-5.386962890625
879,Mali,Kayes,Kayes,Kayes N'Dy,14.4417,-11.4341
880,Mali,Kayes,Kayes,Kayes Plateau,14.4417,-11.4341
881,Mali,Kayes,Kita,Kita,13.0349,-9.4895
882,Mali,Koulikoro,Koulikoro,Koulikoro Gare,12.887646,-7.544188
883,Mali,Mopti,Bankass,Koulogon,13.7377,-3.6265
884,Mali,Sikasso,Bougouni,Koumantou,11.407198,-6.846836
885,Mali,Sikasso,Yorosso,Koury,12.1832,-4.803
886,Mali,Sikasso,Koutiala,Koutiala,12.391726,-5.464209
887,Mali,Bamako,Bamako,Lafiabougou,12.637,-8.0441
888,Mali,Tombouctou,Niafunke,Lére,15.7184406,-4.90134729999999
889,Mali,Sikasso,Kadiolo,Loulouni,10.916667,-5.666667
890,Mali,Bamako,Bamako,Magnambougou,12.618449,-7.948848
891,Mali,Bamako,Bamako,Medine,12.65,-8
892,Mali,Segou,Macina,Monimpébougou,14.147500038146973,-5.521666526794434
893,Mali,Mopti,Mopti,Mopti Guangal,14.489094,-4.192827
894,Mali,Sikasso,Koutiala,M'Pèssoba,12.672602653503418,-5.7156291007995605
895,Mali,Koulikoro,Nara,Nara,15.168751,-7.28466
896,Mali,Bamako,Bamako,Niamakoro,12.581146,-7.959581
897,Mali,Segou,Niono,Niono,14.2526,-5.993
898,Mali,Kayes,Nioro,Nioro,15.229317,-9.592771
899,Mali,Bamako,Bamako,Ouolofobougou,12.65,-8.016667
900,Mali,Segou,San,San,13.303346,-4.895615
901,Mali,Segou,Segou,Ségou Centre,13.449575,-6.26572
902,Mali,Segou,Segou,Ségou Château,13.431699752807617,-6.215700149536133
904,Mali,Sikasso,Sikasso,Sikasso Médine,11.31350040435791,-5.6697001457214355
905,Mali,Koulikoro,Koulikoro,Sirakorola,13.2862,-7.5681
906,Mali,Bamako,Bamako,Sogoniko,12.606359,-7.964486
908,Mali,Tombouctou,Goundam,Tonka,16.128863,-3.747765
909,Mali,Segou,Bla,Touna,13.1173,-5.8303
910,Mali,Sikasso,Sikasso,Zangasso,11.5782,-6.0273
911,Mali,Segou,Macina,Macina,13.9951,-5.7337
912,Gambia,Kanifing Municipal Council,Kombo Saint Mary,Serrekunda,13.438333,-16.678056
914,Gambia,Lower River,Jarra West,Soma,13.433333,-15.533333
915,Gambia,Central River,Niamina East,Wellingara,13.633333,-15.033333
916,Gambia,Central River,Fulladu West,Brikamaba,13.533333,-14.933333
917,Gambia,Upper River,Sandu,Sare Ngai,13.5,-14.433333
918,Gambia,Upper River,Fulladu East,Sare Bojo,13.316667,-14.533333
919,Gambia,North Bank,Lower Niumi,Ndugu Kebbeh,13.540278,-16.321944
920,Gambia,Central River,Niani,Wassu,13.683333,-14.883333
1026,Sudan,Blue Nile,Damazin,Damazin,11.7891,34.3592
1028,Sudan,West Darfur,El Geneina,El Geneina,13.45,22.45
1038,Nigeria,Katsina,Jibia,Jibia (CBM),13.08,7.24
1040,Nigeria,Borno,Mobbar,Damassack (CBM),13.01,12.56
1044,Benin,Alibori,Malanville,Malanville (CBM),11.86,3.38
1049,Rwanda,Western Province,Nyamasheke,Bushenge,-2.4268,29.0021
1051,Rwanda,Northern Province,Musanze,Byangabo,-1.559,29.5494
1053,Rwanda,Western Province,Rutsiro,Congo - Nil,-1.9577,29.3843
1054,Rwanda,Kigali City,Kicukiro,Gahanga,-1.976944,30.105833
1055,Rwanda,Western Province,Rutsiro,Gakeli,-1.9464,29.4846
1056,Rwanda,Northern Province,Gakenke,Gakenke,-1.6483,29.7999
1057,Rwanda,Southern Province,Nyamagabe,Gasarenda,-2.5060384273529053,29.48126220703125
1059,Rwanda,Southern Province,Kamonyi,Gashyushya,-2.045,29.841944
1060,Rwanda,Eastern Province,Kirehe,Gatore,-2.2779061794281006,30.586759567260742
1064,Rwanda,Southern Province,Muhanga,Gitarama,-2.0744444,29.7566667
1065,Rwanda,Southern Province,Nyamagabe,Kabacuzi,-2.473829984664917,29.581859588623047
1066,Rwanda,Eastern Province,Kayonza,Kabarondo,-2.017222,30.548611
1067,Rwanda,Western Province,Ngororero,Kabaya,-1.747,29.5431
1068,Rwanda,Southern Province,Gisagara,Kabuga,-2.6883299350738525,29.85495948791504
1070,Rwanda,Western Province,Rusizi,Kamembe,-2.4798,28.9022
1071,Rwanda,Eastern Province,Nyagatare,Karangazi,-1.298333,30.321944
1072,Rwanda,Southern Province,Kamonyi,Kayenzi,-1.898611,29.85
1073,Rwanda,Southern Province,Gisagara,Kibirizi,-2.6503100395202637,29.78173065185547
1074,Rwanda,Eastern Province,Ngoma,Kibungo,-2.164444,30.541944
1075,Rwanda,Kigali City,Kicukiro,Kicukiro,-1.976944,30.105833
1077,Rwanda,Kigali City,Nyarugenge,Kimisagara,-1.953611,30.060556
1079,Rwanda,Eastern Province,Gatsibo,Kiramuruzi,-1.801483,30.398887
1080,Rwanda,Western Province,Rubavu,Kora,-1.598889,29.382222
1081,Rwanda,Western Province,Rubavu,Mahoko,-1.7,29.333333
1083,Rwanda,Eastern Province,Gatsibo,Mimuli,-1.544722,30.242222
1084,Rwanda,Western Province,Nyabihu,Mukamira,-1.61447,29.512615
1087,Rwanda,Northern Province,Musanze,Musanze,-1.5013,29.609
1090,Rwanda,Southern Province,Huye,Ngoma,-2.6,29.7255
1091,Rwanda,Kigali City,Nyarugenge,Nyabugogo,-1.953611,30.060556
1093,Rwanda,Eastern Province,Nyagatare,Nyagatare,-1.298333,30.321944
1095,Rwanda,Eastern Province,Kirehe,Nyakarambi,-2.274090051651001,30.67588996887207
1096,Rwanda,Eastern Province,Bugesera,Nyamata,-2.2075,30.243611
1101,Rwanda,Western Province,Rubavu,Rubavu,-1.6825,29.296944
1103,Rwanda,Southern Province,Huye,Rugogwe,-2.4912,29.7252
1107,Rwanda,Northern Province,Gakenke,Rushashi,-1.739,29.8693
1110,Rwanda,Eastern Province,Rwamagana,Rwamagana,-1.9487,30.4347
1111,Rwanda,Kigali City,Gasabo,Remera,-1.948056,30.123889
1112,Syrian Arab Republic,Damascus,Damascus,Sheikh Sa'ad,33.5,36.29999923706055
1115,Syrian Arab Republic,Rural Damascus,Rural Damascus,Qudsiya,33.54999923706055,36.216670989990234
1117,Syrian Arab Republic,Rural Damascus,Duma,Duma,33.58332824707031,36.400001525878906
1118,Syrian Arab Republic,Dar'a,Dar'a,Dar'a,32.62168884277344,36.10865020751953
1119,Syrian Arab Republic,Dar'a,As-Sanamayn,As-Sanamayn,33.073509216308594,36.183040618896484
1121,Syrian Arab Republic,Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,35.335670471191406,40.153831481933594
1124,Syrian Arab Republic,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,36.481689453125,40.75619125366211
1125,Syrian Arab Republic,Al-Hasakeh,Quamishli,Quamishli,37.05236053466797,41.241371154785156
1127,Syrian Arab Republic,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,35.95000076293945,39.01667022705078
1130,Syrian Arab Republic,Tartous,Tartous,Tartous,34.890017,35.889063
1133,Syrian Arab Republic,Lattakia,Lattakia,Lattakia,35.516667,35.783333
1134,Syrian Arab Republic,Lattakia,Jablah,Jablah,35.361358642578125,35.9263801574707
1136,Syrian Arab Republic,Hama,Hama,Hama,35.133333,36.75
1137,Syrian Arab Republic,Hama,Masyaf,Masyaf,35.05915832519531,36.34209060668945
1138,Syrian Arab Republic,Hama,Muhradah,Muhradah,35.24776077270508,36.580928802490234
1142,Syrian Arab Republic,Aleppo,Jebel Saman,Aleppo,36.202778,37.158611
1144,Syrian Arab Republic,Aleppo,Al Bab,Al Bab,36.372501373291016,37.51778030395508
1281,Niger,Diffa,Diffa,Chetimari,13.182148,12.422285
1354,Syrian Arab Republic,Rural Damascus,Rural Damascus,Jaramana,33.483333,36.35
1355,Gambia,West Coast,Kombo South,Gunjur,13.181667,-16.758333
1356,Gambia,Central River,Niamina East,Jarreng,13.616667,-15.183333
1357,Mauritania,Assaba,Kankossa,Kankossa,15.938907,-11.527006
1384,South Sudan,Northern Bahr el Ghazal,Aweil Centre,Aweil Town,8.7428,27.41
1385,South Sudan,Unity,Rubkona,Bentiu,9.233332633972168,29.833330154418945
1387,South Sudan,Warrap,Gogrial West,Kuajok,8.471676,28.123873
1388,South Sudan,Central Equatoria,Juba,Konyokonyo,4.845972,31.601203
1389,South Sudan,Upper Nile,Malakal,Malakal,9.533424,31.660485
1390,South Sudan,Lakes,Rumbek Centre,Rumbek,6.8,29.6833333
1391,South Sudan,Western Bahr el Ghazal,Wau,Jau,7.701109886169434,27.98971939086914
1396,Mauritania,Hodh El Gharbi,Tintane,Tentane,16.38,-10.17
1397,Senegal,Saint Louis,Podor,Galoya,16.0700399999999,-13.8488
